City,Country,DBA,Email,FaxNumber,Id,Name,PhoneNumber,PhysicalState,ProviderId,ProviderUpdatedOn,RemoveReason,RequestType,Status,StreetAddress,UpdatedOn,Website,ZipCode
DRAPER,US,,HR@discoveryhydrovac.com,,44d3fbcd-39a0-4006-8030-a8a0bcce7a0a,"Discovery Hydrovac, LLC",+1 888-913-4726,Utah (UT),c36e6904-90dc-487b-88e8-436bcce4ce6c,2025-11-04T14:19:48.355877+00:00,Involuntary Removal,None,Active,13894 S bangerter Parkway Suite 200,2023-04-04T16:36:26.56173+00:00,https://www.discoveryhydrovac.com,84020
Harper Woods,US,,lcunningham@dcpschools.org,,aff7c0d9-004a-4167-8daa-fc0af1cf2636,Discovery Creative Pathways,+1 313-640-0060,Michigan (MI),430deae0-9da6-4009-bccd-4a794bd3f5b9,2026-01-14T14:12:00.073205+00:00,Involuntary Removal,None,Active,19360 Harper,2024-05-06T16:22:47.688515+00:00,,48225
Des Moines,US,,dirty30iowa@gmail.com,,eefc9882-ccec-43a5-8f95-47bc971908ba,Dirty30 Excavating & Trucking LLC,+1 515-669-5823,Iowa (IA),ed35870d-65b4-4cf7-a2d0-c7c85c58ef8e,2026-01-14T15:06:22.239643+00:00,Involuntary Removal,None,Active,3018 Lawnview Dr,2022-09-07T16:17:40.790933+00:00,http://www.dirty30excavating.com,50310
Moreno Valley,US,,dirtywesthaulers@gmail.com,,04fef6a7-a65f-4340-9e14-1aad777e04a5,Dirty West Haulers,+1 951-347-7110,California (CA),2afdf586-69e1-4067-8ebe-f122f4fcca88,2026-01-14T14:03:43.034547+00:00,Involuntary Removal,None,Active,23848 Lone Pine Dr,2022-07-01T13:12:46.080053+00:00,,92557-2947
Hot Springs National Park,US,Dirty Boy LLC,DIRTYBOYLLC@YAHOO.COM,,bdeb616e-343d-4065-8042-f03af9f6a801,Dirty Boy LLC,+1 501-538-1767,Arkansas (AR),44697fe3-b4e0-4a61-b9a5-7eb50250b80c,2026-01-14T14:12:29.120225+00:00,Involuntary Removal,None,Active,205 Thunder Rd,2023-06-14T19:21:58.88328+00:00,,71913
Louisville,US,Jason Williams,dirtnturf721@gmail.com,,0e4748ec-1c95-4953-97e7-95bf991b5512,Dirt N Turf LLC,+1 502-303-3203,Kentucky (KY),171b2915-c2e2-4d8e-81ba-25f0028f72e2,2025-11-04T13:52:15.658317+00:00,Involuntary Removal,None,Active,9201 Lena Ln,2023-04-06T15:14:02.372791+00:00,,40299
Truckee,US,Dirt Gypsy Adventures,info@dirtgypsyadventures.com,,773a8bb0-cb23-407f-a721-f4daed171877,Dirt Gypsy Adventures,+1 844-464-9779,California (CA),2a5e25a0-2481-4d48-9330-bcae9394159f,2026-01-14T14:03:28.013387+00:00,Involuntary Removal,None,Active,11410 Deerfield Drive #A-2,2024-05-22T16:44:49.408613+00:00,,96161
Gorham,US,Dirt Direct LLC,info@dirtdirectme.com,,1275b33a-9500-4eaa-8cf7-6f58682bb996,Dirt Direct LLC,+1 207-289-6559,Maine (ME),73880503-66d9-421a-a2b6-c713a949d64a,2026-01-14T14:27:41.177519+00:00,Involuntary Removal,None,Active,8 Taylor Way,2023-06-23T14:43:33.584889+00:00,,04038
Teutopolis,US,,spw@directlinesinc.com,+1 217-857-6040,e5b5bc1e-dca1-4382-9e61-754c5ca25bca,Direct Lines Inc.,+1 217-857-6444,Illinois (IL),311bfa92-acfc-4172-beb7-ad66419adc09,2026-01-14T14:05:43.149894+00:00,Involuntary Removal,None,Active,16472 IL-33,2022-03-10T13:41:51.709077+00:00,,62467
Dimmitt,US,,bret.bethke@dimmittisd.net,,001698cb-0d7d-4be5-bbfa-d47809886caa,Dimmitt ISD,+1 806-647-3101,Texas (TX),641a5380-3394-4899-9b7d-b2c51593e373,2026-01-14T14:22:46.84765+00:00,Involuntary Removal,None,Active,608 W Halsell St,2023-09-12T19:48:34.197623+00:00,https://www.dimmittisd.net/,79027-1750
Scotia,US,"Dimension Fabricators, Inc",scotts@dimensionfab.com,+1 518-374-4830,aaf88b20-5d0a-4911-8537-acddfc260ab0,"Dimension Fabricators, Inc",+1 518-374-1936,New York (NY),52ab8acf-6dfd-43bb-8536-0eac6302f4c9,2026-01-14T14:16:51.83874+00:00,Involuntary Removal,None,Active,2000 7th St,2021-11-17T16:43:55.437585+00:00,http://www.dimensionfab.com,12302
Loveland,US,City service,leonard.phillips@cityservicelogistics.com,+1 513-575-0266,f50a6e90-2a9d-48e8-b8c1-2bf357e48f1a,"Dill Elam, inc.",+1 513-575-0017,Ohio (OH),bf82e3b3-081a-4f30-a62e-633216b39e00,2026-01-14T14:51:09.583161+00:00,Involuntary Removal,None,Active,1461 st rt 28,2024-01-25T14:26:39.267006+00:00,,45140-9072
Bertram,US,"DIJ Construction, Inc.",robert@dijconstruction.com,,91b2f7f7-e1cc-4e51-a92f-8285d9157443,"DIJ Construction, Inc.",+1 830-798-6433,Texas (TX),f4a0008f-9f37-444b-a3ae-3678e29c624f,2026-01-14T15:08:48.944029+00:00,Involuntary Removal,None,Active,2336 CR 252,2026-01-05T13:54:24.570205+00:00,,78605
Stockton,US,Digital Truck And Bus Driving School Inc,digitaltruckschool@gmail.com,,0cdea436-963b-493a-ba63-06941cafa4cb,Digital Truck And Bus Driving School Inc,+1 559-548-4091,California (CA),a4cac99e-7821-4049-8c6b-067d130a748c,2025-12-04T14:03:57.315218+00:00,Voluntary Removal,None,Active,1730 Channel St,2024-05-03T21:08:13.524202+00:00,,95205
Woodhaven,US,,Rogelio.Herrera@DelacoSteel.com,,f72d8e12-4318-4505-a943-777c8f0e5f54,DIEZ Group,+1 734-675-1700,Michigan (MI),bb15a32c-a178-4b02-b799-e5f39aacea0c,2026-01-14T14:49:30.800156+00:00,Involuntary Removal,None,Active,25325 Hall Rd,2022-03-10T21:03:47.608261+00:00,,48183
Valley City,US,Dietrich Bus Service,brian@dietrichbus.com,,527eabf4-6afe-4fa4-a219-15a49b52dc62,Dietrich & Sons,+1 701-845-1590,North Dakota (ND),795c820b-976c-4a00-81a4-9c49917ab2d9,2026-01-14T14:29:34.960591+00:00,Involuntary Removal,None,Active,831 13th Ave SE,2022-01-18T13:38:10.368615+00:00,,58072
Park Ridge,US,,dieseldriving@gmail.com,,c7576206-16a8-4699-bcd0-2a3bad98015f,Diesel Truck Driving School,+1 847-518-1500,Illinois (IL),9829aca2-3591-4377-9874-71901df7c6db,2026-01-14T14:38:32.428614+00:00,Involuntary Removal,None,Active,302 Higgins Ave,2022-01-18T11:27:38.470849+00:00,,60068
Dierks,US,,kayla.jones@dierksschools.org,,d0931d14-f6dd-48bf-be81-4136aff89c39,Dierks Public Schools,+1 870-286-2191,Arkansas (AR),ed04b107-ad5e-446e-8b81-c763a7c7ab80,2026-01-14T15:06:12.04249+00:00,Involuntary Removal,None,Active,900 Old Hwy 70 W,2023-07-11T19:45:08.68245+00:00,,71833
Mount Holly Springs,US,,publicworks@dickinsontownship.org,,fe8f4fb7-dfcb-4339-9592-d50f41b8081f,Dickinson Township,+1 717-486-7424,Pennsylvania (PA),44e7105b-5ac1-4681-941a-f134701bac45,2026-01-14T14:12:36.590407+00:00,Involuntary Removal,None,Active,219 Mountain View Road,2025-08-19T19:04:19.324951+00:00,,17065
Kosciusko,US,Dickerson Transportation,service1@dickersonpetroleum.com,,020310cd-3bc4-487f-b478-66f742f18fda,Dickerson Petroleum,+1 662-289-4103,Mississippi (MS),0f160488-8518-432f-b397-99ca4bfe0000,2026-01-14T13:54:54.488537+00:00,Involuntary Removal,None,Active,1 Superior Dr,2022-08-30T00:57:56.148442+00:00,http://dickersonpetroleum.com,39090-3847
Apple Valley,US,,nealon@dicksvalleyservice.com,,6e511778-7ffe-4f14-b6ed-1b7fba3b2d6d,Dick's Valley Service Inc,+1 952-432-2848,Minnesota (MN),1cbf1180-8ec4-4e1f-90a3-3a4332d0857b,2025-11-04T13:52:52.94819+00:00,Involuntary Removal,None,Active,6781 146th St W,2022-07-25T17:25:48.740073+00:00,http://www.dicksvalleyservice.com,55124-7285
Dawson,US,,dibiasetrucking2022@gmail.com,,4961775e-a9df-4ad9-8768-7c4b1583abdf,Dibiase Trucking Inc,+1 229-995-4153,Georgia (GA),c0209262-d8ea-434a-9317-2c0327a9dd1d,2025-11-04T14:19:40.894518+00:00,Involuntary Removal,None,Active,456 D E Short Road,2023-03-02T18:50:48.14273+00:00,,39842
Volcano,US,Diane L Berdollt,jdberdollt@volcano.net,,8c5a9dd7-b733-4143-a0f8-4913bd77a272,Diane L Berdollt,+1 209-304-2889,California (CA),b13a75f3-2942-41a0-96bf-b7a2fca4f1e7,2026-01-14T14:46:20.172027+00:00,Involuntary Removal,None,Active,20145 Wagon Wheel Drive North,2024-03-14T21:15:15.91447+00:00,,95689
Big Rapids,US,,dianedukesinc@gmail.com,+1 231-796-6144,b710ec6a-5bd0-4eb4-a9b8-e45eef7a240a,"Diane Dukes, Inc",+1 231-796-2115,Michigan (MI),94d2c04a-2944-4616-aa4e-565fb3c6f31c,2026-01-14T14:37:23.731696+00:00,Involuntary Removal,None,Active,11390 205th Ave,2022-04-07T17:10:03.071975+00:00,,49307
Kenedy,US,,jcastrophx@yahoo.com,,1f775955-49ee-4147-bb64-20f213e28fcf,Diamondback Transport,+1 210-422-5595,Texas (TX),f55fc82e-54d4-47a9-981e-3f4bfe7786b2,2025-11-04T14:27:20.514018+00:00,Involuntary Removal,None,Active,909 South 9th Street,2022-05-16T15:03:43.810534+00:00,,78119
Des Moines,US,,mbailey@diamondoilco.com,,8f9fc7f9-e51f-4ce4-a3c2-f7d49ef1bebb,Diamond Oil Company,+1 515-244-4271,Iowa (IA),c5018b91-0a2f-4b51-ae88-8afddf14d8cf,2026-01-14T14:52:58.542911+00:00,Involuntary Removal,None,Active,702 Raccoon St,2024-03-14T15:18:36.053712+00:00,,50309-5000
Meridian,US,,s.miller@dlds.com,+1 208-888-7105,84cb12ca-4870-4cca-a77c-e11118f5bff7,"Diamond Line Delivery Systems, Inc.",+1 208-888-7133,Idaho (ID),32d234ea-18b3-42cd-a727-71837f20fd7b,2026-01-14T14:06:13.112002+00:00,Involuntary Removal,None,Active,1550 S Tech Ln,2023-04-26T20:27:40.185542+00:00,,83642-8118
Meridian,US,Diamond Limousine,JR@DiamondLimoBoise.com,,bab28451-8d8c-4d24-9593-46f2059630f1,Diamond Limousine & Sedan Inc,+1 208-861-1120,Idaho (ID),0e24f1ec-2fde-4fe2-85d5-211754951a92,2025-11-04T13:50:59.130165+00:00,Involuntary Removal,None,Active,4376 N Linwood Way,2023-03-14T14:29:28.13117+00:00,,83646-6363
Davison,US,Diamond Excavating LLC,Diamondexcavating21@gmail.com,,7fc7b3d9-33c0-4603-975b-fa6d1b75371f,Diamond Excavating LLC,+1 810-658-2638,Michigan (MI),2b4d1adb-9bea-4ff5-8263-56706b90c924,2026-01-14T14:03:48.595519+00:00,Involuntary Removal,None,Active,4340 N State Rd,2025-07-15T12:28:04.718194+00:00,,48423
San Marcos,US,,ehs@diamondprovides.com,,504f85a3-2a7d-491c-8ece-3cd1ebac6e8e,"Diamond Environmental Services,LP",+1 760-744-7191,California (CA),54bee268-bbca-46cc-87a6-8118e8f78278,2026-01-14T14:17:44.469722+00:00,Involuntary Removal,None,Active,807 E. Mission Road,2022-04-07T14:29:03.290172+00:00,http://www.diamondprovides.com,92069
Traveling,US,,no-address@sample.com,,5ae18308-dc20-4bf9-ac51-c23e0dc3406f,"Diamond D Line, LLC (TX)",+52 55 5555 5555,Texas (TX),5ee4a6fc-4abd-4033-a638-fa46bb903dc9,2025-06-05T12:02:31.76463+00:00,Voluntary Removal,None,Active,123 Main,2025-06-05T12:02:09.918639+00:00,,55555
Traveling,US,,no-address@sample.com,,b3ebc2bf-de02-44c7-9b98-3b8e1afc2cf1,"Diamond D Line, LLC (NC)",+52 55 5555 5555,North Carolina (NC),90269522-ed7c-40c5-9402-70951b8fcdff,2025-06-05T11:59:11.226952+00:00,Voluntary Removal,None,Active,123 Main,2025-06-05T11:58:43.316615+00:00,,55555
Traveling,US,,no-address@sample.com,,f697c675-5337-4cf6-9211-73ae9698805a,"Diamond D Line, LLC (Alaska)",+52 55 5555 5555,Alaska (AK),5164578a-9f99-4bca-983a-cb833addc25b,2025-06-03T17:06:22.491915+00:00,Voluntary Removal,None,Active,55 Main street,2025-06-03T17:05:22.818179+00:00,,55555
Whites Creek,US,,jennifer@diamondcoaches.com,,cb7115c7-8a9a-4fea-b5d6-8bacd5a712d0,Diamond Coach Leasing ,+1 615-228-3130,Tennessee (TN),1797989c-4f2a-4afc-a848-a62ecc8e04ec,2025-11-04T13:52:19.179572+00:00,Involuntary Removal,None,Active,533 Hickory Hills Blvd,2022-01-06T19:35:27.897684+00:00,,37189
Plentywood,US,,alancsafety@gmail.com,,446ccadb-2278-402f-b431-a2917a5f8fc6,Diamond B Oilfield Trucking,+1 406-765-1376,Montana (MT),6baff1e3-ba3b-4a83-8521-f2ed0674d652,2025-10-22T19:02:43.566075+00:00,Voluntary Removal,None,Active,212 Cactus Street,2024-02-20T17:58:25.787585+00:00,,59254
KILGORE,US,"Dialog Wireline Services, LLC",ksellers@dialogwireline.com,,0439609e-20fc-4750-92f4-9429e2a8f39f,"Dialog Wireline Services, LLC",+1 972-268-1253,Texas (TX),e4d13f30-76e9-4542-9c37-6170d0b2350d,2026-01-14T15:03:25.054306+00:00,Involuntary Removal,None,Active,3100 MAVERICK DRIVE,2022-02-09T15:48:39.595389+00:00,,75662
Los Angeles,US,DHL Express,ela.ops@dhl.com,,14ee1224-726a-47b8-8393-28c2d35e8449,DHL Express,+1 800-225-5345,California (CA),0b23eea2-8d2c-405c-8bdc-44f93692f57d,2025-11-04T13:50:34.248876+00:00,Involuntary Removal,None,Active,1900 Sacramento St,2022-06-16T13:09:12.268552+00:00,,90021-1609
Kent,US,,surjitdhillon555@gmail.com,,5edbb141-583d-41c8-b331-a038c66e1d84,Dhillon logistics llc,+93 20 622 7929,Washington (WA),9d554cdd-86ec-4f50-99fb-8786ad5b7e89,2025-11-04T14:12:52.645844+00:00,Involuntary Removal,None,Active,13016 SE 234TH ST,2022-09-02T16:01:09.25086+00:00,,98031
West Chester,US,,khalilovtalat23@gmail.com,,2463e3cf-9f20-4da4-aa45-247020a781ee,DG Trucking training,+1 283-203-9367,Ohio (OH),ecc147d4-e8d0-4e16-a8de-84a784acd2fb,2026-01-14T15:06:09.262333+00:00,Involuntary Removal,None,Active,7393 Timber Dr,2024-06-27T12:31:21.072567+00:00,,45241
San Jose,US,,DGPhotoLA@gmail.com,,78a47b11-5274-4eb1-85b3-00c6aee4c5fc,DG Transportation Safety Training,+1 818-209-8008,California (CA),9832c4a9-f235-4a8b-bf41-f19fad9fb5b6,2026-01-14T14:38:33.647992+00:00,Involuntary Removal,None,Active,4047 Hamilton Ave #12,2023-10-04T16:24:43.546175+00:00,,95130-1545
Dallas,US,,tmoore2@dfamilk.com,,bd4194fb-2ab9-4f95-af67-e9f50dee479c,DFA Dairy Brands Distributing West LLC,+1 214-874-9389,Texas (TX),f47de119-8136-44b3-bea0-955fcd48a388,2026-01-14T15:08:45.02823+00:00,Involuntary Removal,None,Active,3114 S Haskell Ave,2022-09-29T21:20:01.561196+00:00,,75223-3121
Lancaster,US,,Acdc62606@yahoo.com,,99fe609e-1336-4a52-8265-90b96a477f36,Dezera Castro - California State Certified Instructor,+1 661-874-9888,California (CA),d8e6358b-2f2f-4e1e-9281-fa02de27892a,2025-11-04T14:23:03.592722+00:00,Involuntary Removal,None,Active,8606 W. AVENUE E4,2022-03-06T21:11:12.767345+00:00,,93536
DeWitt,US,,jrader@dewittdragons.net,,b71dbe83-998e-49af-b616-222d2d7979d7,DeWitt School District,+1 870-946-3576,Arkansas (AR),0fcdce43-973d-4326-97b2-a2c1f402ec7e,2025-11-04T13:51:07.908372+00:00,Involuntary Removal,None,Active,1841 South Grandview Dr,2021-09-16T22:36:32.234863+00:00,,72042
Clinton,US,,mmathon@dewittcountyil.gov,,27a20525-db0e-4077-8d4c-fcae3995c994,DeWitt County Highway Department,+1 217-935-2438,Illinois (IL),b5735474-7680-4544-8df3-74708ddbbf16,2025-11-18T20:25:34.246327+00:00,Voluntary Removal,None,Active,9900 Revere Rd,2023-01-13T15:40:00.69204+00:00,,61727
Riverdale,US,,jkdewey@yahoo.com,,9a3334b5-4b83-4589-af7b-24164b9df12e,"Dewey & Sons, Inc",+1 559-904-2412,California (CA),ae23f62c-0d91-43f0-b69b-6f8a6af1d605,2025-11-04T14:15:23.352551+00:00,Involuntary Removal,None,Active,19924 W Excelsior Ave,2023-06-06T20:22:42.718608+00:00,,93656
Toronto,US,DCFU,daryl.dcfu@itctel.com,,44892495-e5ca-4315-b7c0-2307c90021f4,Deuel County Farmers Union OIL COMPANY INC,+1 605-794-4861,South Dakota (SD),7cec6a14-5fec-4537-ab26-049b5b7af4b0,2026-01-14T14:30:44.850832+00:00,Involuntary Removal,None,Active,375 Main Ave,2022-05-03T16:00:34.469899+00:00,,57268
Detroit,US,,ronald.booth@leonagroupmw.com,+1 313-965-6938,5cbc36de-db56-43b0-9b1c-c96558f24948,Detroit Public Safety Academy-Darryl Perkins Trainer,+1 313-965-6916,Michigan (MI),ad85ea15-3e73-4cf2-a8da-2a162e44155f,2025-11-04T14:15:17.950628+00:00,Involuntary Removal,None,Active,1250 Rosa parks,2023-09-05T17:06:15.683391+00:00,,48216
Nashville,US,,trace.owen@reyesholdings.com,,f612cbe0-25c4-4a16-834d-2718d3609e90,DET Distributing,+1 615-970-3340,Tennessee (TN),ded61cff-b716-494e-9dd3-627b4a56fa9c,2025-11-04T14:23:50.705087+00:00,Involuntary Removal,None,Active,301 Great CIrcle Road,2023-03-13T21:21:31.27283+00:00,https://detbeverages.com,37228
DeSoto,US,DeSoto Driving School LLC,t.layne@desotodriving.com,,c3e0ac4c-ffdd-4e0a-8297-15d1aff06694,DeSoto Driving School LLC,+1 214-434-3500,Texas (TX),34e4b26c-19ca-497f-91b8-33787cf8cef3,2025-11-04T13:57:10.360255+00:00,Involuntary Removal,None,Active,229 E Belt Line Rd,2023-01-19T16:11:34.958384+00:00,https://www.desotodriving.com,75115-5758
Horn Lake,US,,Bethm@desotocountyelectric.com,+1 662-342-9150,55e96bfe-976e-4b93-8a0a-5a553641f338,"Desoto County Electric, Inc",+1 662-510-6199,Mississippi (MS),2d386184-2af7-4c7b-8963-ac63e93c3bde,2026-01-14T14:04:33.025008+00:00,Involuntary Removal,None,Active,2298 Nail Rd W,2023-06-06T13:44:12.970339+00:00,,38637
Cornville,US,,vicki@dstarcs.org,,da45d8aa-73e4-43aa-a7e7-875926418e1f,Desert Star Community School,+1 928-282-0171,Arizona (AZ),bd2e8df8-3ca2-427e-af1c-fe2d783ffe9e,2025-11-04T14:19:28.57269+00:00,Involuntary Removal,None,Active,1240 S Recycler Rd,2023-09-07T13:23:13.079538+00:00,,86325-5224
Madras,US,,jgehrett@dvwd.org,,0787a230-e151-40fd-8508-31fa7a4a5d37,Deschutes Valley Water District,+1 541-475-3849,Oregon (OR),d1eae73b-7304-49bf-b5f6-6419a7b01725,2026-01-14T14:56:48.250621+00:00,Involuntary Removal,None,Active,881 SW Culver Hwy,2022-08-30T01:30:34.153945+00:00,,97741
Des Moines,US,Des Moines Public Schools,Lashone.mosley@dmschools.org,,45c34c68-89f5-4417-8ec7-b18c08da16f1,Des Moines Public Schools,+1 515-242-7887,Iowa (IA),fc89d3bd-35c3-4186-be8a-f46a26e9aac3,2025-11-04T14:28:15.8158+00:00,Involuntary Removal,None,Active,1915 Prospect Rd,2022-02-06T20:45:49.801593+00:00,,50310
Des Moines,US,Des Moines Fire Department,tafrancisco@dmgov.org,+1 515-283-4907,1713ec60-5485-40cc-9d2f-ebb796d6eda0,Des Moines Fire Department,+1 515-283-4768,Iowa (IA),d73dd5c9-721d-4f2b-92ab-1ec22f259bd3,2026-01-14T14:58:23.899593+00:00,Involuntary Removal,None,Active,2715 Dean Ave,2022-07-13T14:43:53.927106+00:00,https://www.dsm.city/departments/fire/index.php,50317
Alamogordo,US,Derek Driscoll - Independent Instructor,westgate1273@gmail.com,,ca098f6c-9e1f-4d6b-9276-98f601db5960,Derek Driscoll,+1 575-437-5653,New Mexico (NM),e371d170-8aed-441a-9018-58693afc5343,2026-01-14T15:02:59.059223+00:00,Involuntary Removal,None,Active,2 Lakeview Circle,2023-03-20T20:06:37.168755+00:00,,88337
Honolulu,US,Dependable Hawaiian Express Inc.,joe.vele@dhx.com,+1 808-841-1637,2a7f1ef9-2a12-4562-88ad-8a7253dd01b1,Dependable Hawaiian Express Inc.,+1 808-841-7311,Hawaii (HI),51c51701-2f14-4bdb-b2b0-61f2cd44f192,2025-11-04T14:00:26.170857+00:00,Involuntary Removal,None,Active,432 Pacific Street,2022-02-14T20:09:04.724905+00:00,http://dhx.com,96817-0000
Hilo,US,Department of Water Supply/County of Hawaii,wtbradley@hawaiidws.org,,be0df093-6c4e-47a7-bb71-8be744be0220,Department of Water Supply/County of Hawaii,+1 808-961-8050,Hawaii (HI),5e85b423-324e-450a-b5c7-a6f090624f34,2025-11-04T14:02:21.719061+00:00,Involuntary Removal,None,Active,345 Kekuanaoa st  suite 20,2021-07-13T12:46:45.65595+00:00,,96720
Broken Arrow,US,,daniel.fraire1.civ@army.mil,,0d4223b3-0a92-452a-aef6-951133e570f3,Department of the Army AMSA 20,+1 719-317-3018,Oklahoma (OK),fdc713be-e2e4-4817-891f-1bfac4798e90,2026-01-14T15:11:46.388848+00:00,Involuntary Removal,None,Active,26401 E 101st St,2024-05-24T18:40:37.581977+00:00,,74014
NORTH KINGSTOWN,US,143D AIRLIFT WING RIANG,RYAN.SPECK@US.AF.MIL,,5b37ccea-fd7f-4229-a72e-ace22dc0d10d,Department of the Air Force ,+1 401-267-3606,Rhode Island (RI),a53271bb-b6f9-48d0-9b22-a33683e989c8,2026-01-14T14:42:35.786984+00:00,Involuntary Removal,None,Active,1 CRIPE ST,2021-10-27T11:58:19.289576+00:00,,02822
De Motte,US,,jeremyboer@dmcsemail.org,,77010a2d-55da-41ac-a19a-09803e174036,DeMotte Christian Schools,+1 219-987-3721,Indiana (IN),f00c7a50-7a3c-414d-8c13-139875b18050,2025-11-12T21:18:29.614707+00:00,Voluntary Removal,None,Active,1223 Begonia St SE,2024-01-22T18:48:13.093849+00:00,https://www.demottechristianschools.org/,46310-8475
Demopolis,US,,bbradley@dcsedu.com,,245a999f-eeea-422b-9846-650fd48eeacc,Demopolis City Schools,+1 334-289-1670,Alabama (AL),dd1b419f-1ffd-4d3e-9cfe-e858854cc1b2,2026-01-14T15:00:52.84667+00:00,Involuntary Removal,None,Active,609 S Cedar Ave,2023-11-09T13:25:46.208781+00:00,,36732-2237
DEMING,US,,frank.milo01@gmail.com,,0d82d039-bb87-4008-9ec5-04c0ee6df0e3,Deming Public Schools,+1 575-543-1016,New Mexico (NM),c33087f6-041c-4631-9804-845110bd5d66,2025-11-04T14:18:57.042053+00:00,Involuntary Removal,None,Active,1001 SOUTH DIAMOND,2022-02-09T21:27:42.144139+00:00,https://www.demingps.org,88030
Deming,US,,businessoffice.demingcoke@gmail.com,,6c82f656-7d6c-4a75-a518-7f2de7c29cfe,Deming Coca-Cola,+1 575-546-2688,New Mexico (NM),e49172f3-af7c-43d6-8710-4191e51f2b84,2026-01-14T15:03:20.364068+00:00,Involuntary Removal,None,Active,2401 Atlantic Way SE,2022-10-19T20:24:56.792593+00:00,http://demingcoca-cola.com,88030
FARMINGTON,US,DEMAR CONSTRUCTION SERVICES,demar2dispatch@gmail.com,,ab6078a5-b0ba-4650-a3d2-06851326a9e7,Demar Construction Services,+1 573-664-1156,Missouri (MO),240dc1ab-92b8-4394-9853-eb824eb56e40,2026-01-14T14:01:22.513505+00:00,Involuntary Removal,None,Active,121 INDUSTRIAL DR,2024-03-04T18:04:29.396706+00:00,,63640
Anchorage,US,,info@deltaconstructors.net,,c3932664-7fe7-46ac-bd15-0d3d304a4f94,"Delta Constructors, LLC",+1 907-771-5800,Alaska (AK),b51db187-1f98-4285-ad10-2f7cbe218e8a,2026-01-14T14:47:26.149369+00:00,Involuntary Removal,None,Active,351 E 104th Ave,2022-07-14T02:51:33.105736+00:00,https://www.deltaconstructors.net/,99515-2678
HATTIESBURG,US,Delta CDL Training ,DAMIONPITCHFORD@GMAIL.COM,,973ed66a-6b3d-4f72-ba4a-3e94995a0db4,DELTA CDL TRAINING LLC,+1 601-913-2078,Mississippi (MS),d6793d6d-5a5d-42fc-a4cc-710c7121b173,2025-11-04T14:22:49.369782+00:00,Involuntary Removal,None,Active,1419 W PINE ST,2021-09-02T14:09:50.036471+00:00,,39401
Eureka,US,DelReka Distributing,jeperrone3@hotmail.com,,dc837a84-0d15-465c-8b20-667e5ccb2083,DelReka Corporation,+1 707-442-1701,California (CA),d08b370b-7687-4b42-b9b2-366973423aa4,2026-01-14T14:56:08.37505+00:00,Involuntary Removal,None,Active,510 West Washington Street,2022-04-28T20:05:33.965505+00:00,http://DelRekaDistributing.com,95501
Sheridan,US,,lindas@delphian.org,,70344ecf-27b9-4d3f-a17f-3eca5f5f7ff5,Delphian School,+1 503-843-5844,Oregon (OR),c033c059-b7b6-4a27-9276-f9ac4bb46a04,2026-01-14T14:51:22.197783+00:00,Involuntary Removal,None,Active,20950 SW Rock Creek Road,2022-03-31T12:22:35.01541+00:00,,97378
Lincoln,US,,Office@dps.email,,825423b5-afed-471a-97b7-64aa9f954241,"Delmarva Petroleum Service, LLC",+1 302-422-8148,Delaware (DE),c486548f-b732-4540-b222-3510330f73ad,2026-01-14T14:52:49.756066+00:00,Involuntary Removal,None,Active,9483 Clendaniel Pond Rd,2022-02-07T14:50:28.668599+00:00,https://www.delmarvapetroleumservice.com,19960-2974
Baraboo,US,,Dellstrolley@gmail.com,,783b03f7-163c-4d16-b93d-2a20ac401529,Dells roo LLC,+1 608-432-8307,Wisconsin (WI),4b6af2e0-9551-4787-a4a8-01a5ecb81846,2026-01-14T14:14:37.574673+00:00,Involuntary Removal,None,Active,101 Progressive Dr,2023-05-02T17:33:48.005383+00:00,,53913-8752
Port Washington,US,,pmori@delltransportation.net,,f7ca455a-71b6-4d08-a677-821044bb12d5,Dell Transportation Corp,+1 516-414-6000,New York (NY),5972aa40-5023-453b-bf1d-e2124b044df0,2026-01-14T14:19:17.688513+00:00,Involuntary Removal,None,Active,20 Haven Avenue,2021-07-02T15:28:49.988808+00:00,,11050
Glendale ,US,Delivery University of Supply Chain ,cdavis@deliveryu.org,,9484c3d1-6e8c-4d63-af3c-b6f7e5ca30ca,Delivery University of Supply Chain ,+1 469-235-3949,California (CA),88040cab-14d4-4c6d-96fc-a842b8e4059b,2026-01-14T14:33:49.74992+00:00,Involuntary Removal,None,Active,330 Salem st  suite 303,2024-05-20T18:09:12.119207+00:00,http://deliveryu.org,91203
Saint Louis,US,Delivery Juggernauts,branden@deliveryjuggernauts.com,,c9bcb8c3-30d1-495a-9232-e2dbb36bab35,Delivery Juggernauts LLC,+1 314-445-9957,Missouri (MO),c3513722-56bb-41f8-9561-94df6d5fd915,2026-01-14T14:52:35.097088+00:00,Involuntary Removal,None,Active,1019 North Skinker Parkway Apartment ,2022-02-01T12:05:30.41631+00:00,,63112
harbeson,US,,delexllc@gmail.com,,f6fd92c8-15bd-4ccf-9407-f64522ed561e,DELEX LLC,+1 302-507-2525,Delaware (DE),66a2b1e5-2fcd-49f7-b7c5-9f6546727412,2026-01-14T14:23:43.740922+00:00,Involuntary Removal,None,Active,26776 anderson corners rd,2024-02-01T15:51:08.516768+00:00,,19951
